source,target,weight,abs_weight
omic1_tissue1_A1_f0,omic2_tissue1_B1_f4,0.021731432687421393,0.021731432687421393
omic1_tissue1_A1_f0,omic2_tissue1_B1_f7,0.0829938042887781,0.0829938042887781
omic1_tissue1_A1_f0,omic2_tissue1_B1_f8,0.27962735424255275,0.27962735424255275
omic1_tissue1_A1_f0,omic2_tissue1_B1_f11,0.2048219418294614,0.2048219418294614
omic1_tissue1_A1_f1,omic2_tissue1_B1_f4,-0.01978684201684508,0.01978684201684508
omic1_tissue1_A1_f2,omic2_tissue1_B1_f0,0.030769489286998783,0.030769489286998783
omic1_tissue1_A1_f2,omic2_tissue1_B1_f5,0.04974102853065333,0.04974102853065333
omic1_tissue1_A1_f2,omic2_tissue1_B1_f6,-0.021057874222961667,0.021057874222961667
omic1_tissue1_A1_f2,omic2_tissue1_B1_f8,-0.004891732391172014,0.004891732391172014
omic1_tissue1_A1_f2,omic2_tissue1_B1_f9,0.025613826799668296,0.025613826799668296
omic1_tissue1_A1_f3,omic2_tissue1_B1_f1,0.1034091329661554,0.1034091329661554
omic1_tissue1_A1_f3,omic2_tissue1_B1_f3,-0.03793815939694491,0.03793815939694491
omic1_tissue1_A1_f3,omic2_tissue1_B1_f6,0.02729609420524466,0.02729609420524466
omic1_tissue1_A1_f3,omic2_tissue1_B1_f9,-0.08223736925119597,0.08223736925119597
omic1_tissue1_A1_f3,omic2_tissue1_B1_f10,-0.021480485398358923,0.021480485398358923
omic1_tissue1_A1_f4,omic2_tissue1_B1_f0,-0.2330136281760718,0.2330136281760718
omic1_tissue1_A1_f4,omic2_tissue1_B1_f1,-0.48418832705107034,0.48418832705107034
omic1_tissue1_A1_f4,omic2_tissue1_B1_f6,-0.0016373070714090776,0.0016373070714090776
omic1_tissue1_A1_f4,omic2_tissue1_B1_f7,0.32543083456785316,0.32543083456785316
omic1_tissue1_A1_f4,omic2_tissue1_B1_f10,-0.3570319307842427,0.3570319307842427
omic1_tissue1_A1_f5,omic2_tissue1_B1_f3,0.0022997637488207864,0.0022997637488207864
omic1_tissue1_A1_f5,omic2_tissue1_B1_f4,-0.09328216462363463,0.09328216462363463
omic1_tissue1_A1_f5,omic2_tissue1_B1_f8,0.06276489511915766,0.06276489511915766
omic1_tissue1_A1_f5,omic2_tissue1_B1_f11,0.011973602147977644,0.011973602147977644
omic1_tissue1_A1_f6,omic2_tissue1_B1_f0,0.3164694490543548,0.3164694490543548
omic1_tissue1_A1_f6,omic2_tissue1_B1_f2,0.2155582340629872,0.2155582340629872
omic1_tissue1_A1_f6,omic2_tissue1_B1_f4,0.07901912771972051,0.07901912771972051
omic1_tissue1_A1_f6,omic2_tissue1_B1_f6,0.011858086828072378,0.011858086828072378
omic1_tissue1_A1_f6,omic2_tissue1_B1_f7,-0.11796768685745944,0.11796768685745944
omic1_tissue1_A1_f6,omic2_tissue1_B1_f11,-0.22037135693509996,0.22037135693509996
omic1_tissue1_A1_f7,omic2_tissue1_B1_f3,0.07955963450454455,0.07955963450454455
omic1_tissue1_A1_f7,omic2_tissue1_B1_f4,0.011436892847846464,0.011436892847846464
omic1_tissue1_A1_f7,omic2_tissue1_B1_f5,0.047976938177187636,0.047976938177187636
omic1_tissue1_A1_f8,omic2_tissue1_B1_f2,0.13129548636918031,0.13129548636918031
omic1_tissue1_A1_f8,omic2_tissue1_B1_f5,0.017482933115797628,0.017482933115797628
omic1_tissue1_A1_f8,omic2_tissue1_B1_f7,-0.1718410792233392,0.1718410792233392
omic1_tissue1_A1_f9,omic2_tissue1_B1_f5,-0.189712345165984,0.189712345165984
omic1_tissue1_A1_f9,omic2_tissue1_B1_f9,0.11381445834218572,0.11381445834218572
omic1_tissue1_A1_f10,omic2_tissue1_B1_f7,0.00967673954871967,0.00967673954871967
omic1_tissue1_A1_f11,omic2_tissue1_B1_f2,0.16435474439236514,0.16435474439236514
omic1_tissue1_A1_f11,omic2_tissue1_B1_f5,-0.172897048998425,0.172897048998425
